"s.no","helpfulVoteCount","rating","reviewPosition","verifiedPurchase","sentiment_score","Membership_Years_x","Availability_Code","Age","Membership_Years_y","Login_Frequency","Session_Duration_Avg","Pages_Per_Session","Cart_Abandonment_Rate","Wishlist_Items","Total_Purchases","Average_Order_Value","Days_Since_Last_Purchase","Discount_Usage_Rate","Returns_Rate","Email_Open_Rate","Customer_Service_Calls","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Payment_Method_Diversity","Lifetime_Value","Credit_Balance","Churned","Gender","Sentiment_Label"
"13420","0","5.0","8","True","0.7","4.3","2","30","4.3","10.0","22.9","6.7","40.3","4","7.8","80.62","11","27.12","6.7","37.7","6","7","23.6","16.0","3","426.5","1982","0","Female","Positive"
"13421","0","5.0","9","True","0.416666667","2.5","1","26","2.5","14.0","30.4","10.1","73.0","1","10.0","151.3","10","23.9","1.7","29.0","9","3","42.3","24.8","1","1413.21","2051","0","Other","Positive"
"13423","0","5.0","1","True","0.466666667","0.4","0","35","0.4","26.0","38.6","10.8","25.0","7","27.3","177.84","62","52.2","3.3","32.5","5","4","9.6","25.8","3","4008.23","2467","0","Female","Positive"
"13426","9","5.0","2","True","0.210446128","7.1","2","18","7.1","22.0","37.3","11.1","49.6","9","18.0","95.18","10","68.0","2.2","24.2","2","5","31.1","29.3","1","2043.36","2472","0","Female","Positive"
"13430","0","4.0","6","True","0.175","2.3","1","43","2.3","8.0","17.7","8.7","68.7","2","9.0","96.56","7","36.1","9.6","0.0","4","4","26.1","5.4","1","924.22","2365","0","Male","Positive"
"13433","0","5.0","9","True","0.0","1.6","1","43","1.6","14.0","19.7","8.3","66.6","6","9.0","98.78","30","38.4","7.0","5.6","9","1","31.7","26.0","2","936.37","963","0","Female","Neutral"
"13434","0","5.0","10","True","0.8","2.1","1","27","2.1","17.0","39.0","9.1","44.0","7","20.0","111.29","25","42.3","0.1","22.9","4","3","72.3","32.2","3","2456.42","2012","0","Female","Positive"
"13435","0","5.0","1","True","0.234294872","1.8","1","64","1.8","2.0","3.4","4.6","89.5","0","9.0","223.79","27","87.5","12.9","1.1","6","0","0.0","7.2","3","2160.08","169","1","Male","Positive"
"13437","0","5.0","3","True","0.214285714","2.9","2","36","2.9","9.0","39.9","10.2","25.7","4","14.0","63.95","3","28.3","14.7","31.2","1","5","26.3","22.2","2","845.78","2022","0","Male","Positive"
"13439","0","4.0","5","True","0.0825","5.9","2","40","5.9","1.0","11.1","3.5","79.3","3","13.0","112.32","17","16.0","5.8","6.7","8","1","21.2","5.0","3","1677.49","0","1","Male","Neutral"
"13441","0","5.0","7","True","0.25","6.0","2","67","6.0","31.0","50.7","13.4","24.6","7","28.6","78.25","63","35.52","2.8","45.4","3","8","39.8","49.0","1","1535.14","3352","0","Female","Positive"
"13446","0","5.0","2","True","0.216666667","2.8","2","19","2.8","15.0","28.6","9.1","42.0","8","12.0","71.72","5","71.3","3.8","36.7","3","0","24.3","24.7","1","909.26","2327","0","Female","Positive"
"13447","4","5.0","3","True","0.16057423","5.3","2","18","5.3","7.0","38.6","9.5","44.1","2","24.0","218.09","44","85.2","3.9","34.5","5","3","42.6","29.4","3","5857.14","1371","0","Male","Positive"
"13449","0","5.0","5","True","0.267592593","1.4","0","18","1.4","14.0","32.0","11.0","68.1","5","15.0","145.0","19","41.2","13.1","21.2","9","3","66.9","22.5","3","2560.59","1857","1","Female","Positive"
"13451","0","3.0","7","True","-0.076785714","3.4","2","44","3.4","10.0","15.9","11.1","56.0","5","22.0","185.35","24","38.0","11.5","36.0","10","2","42.3","23.5","1","4818.28","2959","1","Female","Neutral"
"13452","0","5.0","8","True","0.134886364","3.6","2","27","3.6","0.0","15.3","6.1","68.1","1","4.0","98.56","22","50.9","4.0","0.0","10","1","2.4","9.5","2","422.97","1653","0","Female","Positive"
"13455","0","5.0","1","True","0.225","2.3","1","48","2.3","5.0","24.4","7.4","61.8","0","9.1","117.92","16","18.84","5.3","5.4","6","2","41.7","13.5","5","923.42","1766","0","Female","Positive"
"13457","0","5.0","3","True","0.056944444","2.7","2","47","2.7","13.0","13.1","8.1","70.5","1","5.0","32.8","24","49.1","2.2","10.2","10","3","0.0","7.5","3","139.41","2392","0","Female","Neutral"
"13461","0","5.0","7","True","0.344444444","2.1","1","64","2.1","5.0","18.9","7.3","51.1","3","10.0","180.36","29","70.8","3.6","6.7","7","4","26.0","16.7","2","1741.17","205","0","Male","Positive"
"13462","0","5.0","8","True","0.4","3.2","2","33","3.2","14.0","12.0","7.5","68.6","3","8.0","134.96","8","23.8","4.5","22.7","8","1","40.1","10.7","3","1240.52","2290","0","Male","Positive"
"13463","0","5.0","9","True","0.0","1.5","0","39","1.5","1.0","22.4","2.0","63.2","2","13.0","97.77","18","57.6","2.1","9.0","5","1","27.3","9.2","4","1262.18","1760","0","Male","Neutral"
"13468","0","5.0","4","True","0.483333333","2.1","1","27","2.1","18.0","37.5","11.2","30.4","9","19.0","81.09","5","79.7","4.3","44.1","2","4","38.0","32.2","1","1818.53","591","0","Female","Positive"
"13475","0","5.0","1","True","0.3125","3.2","2","38","3.2","12.0","26.7","5.5","75.7","4","11.0","117.39","37","35.6","0.5","18.6","5","5","10.1","18.6","4","1416.19","2267","0","Female","Positive"
"13478","0","5.0","4","True","0.013333333","0.8","0","45","0.8","10.0","21.5","6.5","64.1","3","10.0","88.83","4","93.0","8.6","11.7","11","1","17.8","12.5","2","861.6","1991","0","Female","Neutral"
"13479","0","5.0","5","True","0.466666667","2.1","1","38","2.1","19.0","30.7","10.4","51.9","6","11.0","160.97","14","38.0","2.3","28.6","2","3","29.3","14.7","2","1690.55","1196","0","Male","Positive"
"13482","0","5.0","8","True","1.0","3.2","2","66","3.2","0.0","13.6","9.6","56.7","4","10.0","114.4","5","33.7","2.3","0.0","3","2","34.0","12.8","2","1178.12","706","0","Male","Positive"
"13483","0","4.0","9","True","0.380357143","7.1","2","40","7.1","0.0","17.9","6.5","85.4","5","9.1","132.56","2","86.52","5.3","0.0","4","0","10.8","20.0","5","753.41","753","0","Male","Positive"
"13489","0","5.0","5","True","0.4625","1.7","1","44","1.7","9.0","28.9","8.1","43.5","7","15.0","47.51","15","52.3","10.6","22.1","3","3","36.8","27.8","5","818.91","2654","0","Male","Positive"
"13493","0","5.0","9","True","0.0","5.4","2","58","5.4","9.0","18.4","9.1","60.7","3","16.0","181.28","1","20.1","8.5","14.1","9","1","2.9","15.2","2","2429.4","2298","1","Male","Neutral"
"13494","0","5.0","10","True","0.0","1.8","1","28","1.8","3.0","15.0","5.9","62.5","6","10.0","60.34","27","46.4","3.9","12.9","8","3","21.5","26.0","1","648.04","2371","0","Male","Neutral"
"13495","0","5.0","1","True","0.7","5.5","2","22","5.5","9.0","22.4","4.3","58.0","4","11.7","111.33","11","56.16","2.0","4.8","6","2","37.5","16.5","4","847.73","568","0","Male","Positive"
"13496","0","5.0","2","True","0.4","5.3","2","27","5.3","10.0","18.7","7.7","62.0","5","11.7","112.66","26","22.08","0.9","20.8","7","4","44.7","15.7","3","901.22","2469","0","Female","Positive"
"13497","0","5.0","3","True","0.475","3.5","2","21","3.5","25.0","32.0","12.0","43.0","13","18.2","96.23","103","4.44","2.2","22.2","5","5","43.7","23.8","1","1417.52","3613","1","Male","Positive"
"13499","0","5.0","5","True","0.6","3.1","2","56","3.1","8.0","32.0","7.6","59.4","6","11.0","78.59","19","34.3","1.3","40.5","6","1","27.6","27.0","3","820.05","1621","0","Female","Positive"
"13504","0","5.0","10","True","1.0","4.8","2","34","4.8","11.0","38.2","10.8","47.6","2","10.0","52.17","23","59.2","4.7","28.9","2","3","30.5","20.5","2","436.24","1776","1","Female","Positive"
"13508","0","5.0","4","True","0.483333333","6.8","2","37","6.8","1.0","24.2","3.0","70.2","1","5.0","169.71","3","61.8","15.5","18.5","4","0","8.4","18.9","1","928.14","955","0","Male","Positive"
"13510","0","4.0","6","True","0.161458333","1.8","1","39","1.8","19.0","33.9","12.5","37.0","6","15.0","130.01","4","23.8","5.0","18.0","3","4","46.5","24.9","2","2080.78","1533","0","Female","Positive"
"13514","0","5.0","2","True","0.351851852","4.2","2","46","4.2","2.0","12.6","7.0","55.8","4","14.0","107.98","2","26.4","2.6","4.7","8","1","0.1","4.9","4","1333.97","635","0","Female","Positive"
"13520","0","5.0","8","True","0.073518436","3.9","2","40","3.9","19.0","42.2","14.7","47.8","7","22.0","200.74","13","50.6","8.3","44.6","7","8","73.6","38.5","3","3774.47","4084","1","Male","Neutral"
"13521","0","5.0","9","True","0.135416667","3.0","2","24","3.0","4.0","29.9","7.4","60.6","3","7.0","180.95","6","23.3","3.9","14.7","7","3","31.9","14.9","1","1436.14","2116","1","Female","Positive"
"13523","0","5.0","1","True","0.230092593","5.4","2","27","5.4","19.0","29.7","8.6","45.0","3","18.0","220.56","24","9.4","6.1","20.2","7","3","18.0","24.4","1","3879.1","2014","1","Female","Positive"
"13524","2","5.0","2","True","0.253157895","1.6","1","50","1.6","16.0","29.2","11.2","47.9","6","16.0","108.78","1","36.8","5.5","47.2","5","4","12.7","26.6","2","2042.31","1579","0","Male","Positive"
"13525","0","5.0","3","True","0.3","4.7","2","66","4.7","10.0","36.5","9.7","66.0","5","11.0","103.38","39","36.7","6.7","16.3","5","2","54.4","18.7","1","1324.71","1637","0","Male","Positive"
"13528","0","5.0","6","True","0.775","1.8","1","29","1.8","21.0","29.5","6.2","64.3","2","9.0","78.22","10","31.9","4.0","22.7","6","1","40.0","28.8","2","796.25","2088","0","Female","Positive"
"13529","0","4.0","7","True","0.158928571","4.2","2","50","4.2","17.0","32.0","9.8","40.4","6","12.0","186.72","3","69.8","2.0","5.1","4","2","19.1","14.6","2","1822.57","1486","0","Female","Positive"
"13530","0","5.0","8","True","0.407407407","1.9","1","22","1.9","11.0","22.7","6.7","54.2","3","14.0","93.59","2","30.5","16.8","7.8","3","2","15.2","15.4","1","1305.75","2978","1","Male","Positive"
"13531","0","5.0","9","True","0.5","1.8","1","43","1.8","20.0","45.4","16.3","23.1","12","25.0","115.45","7","42.0","6.3","41.1","7","5","48.5","38.5","2","2621.26","4066","1","Male","Positive"
"13534","2","5.0","2","True","0.17625","3.5","2","25","3.5","13.0","19.6","9.7","39.3","3","16.9","59.44","1","59.16","5.2","8.5","6","4","22.1","15.7","2","838.59","1479","0","Female","Positive"
"13537","0","5.0","5","True","0.472222222","2.5","1","44","2.5","4.0","28.8","6.1","58.6","4","16.9","186.24","69","37.44","2.0","24.6","4","2","39.4","17.9","2","2242.1","3583","0","Male","Positive"
"13553","0","5.0","10","True","0.353125","2.5","1","56","2.5","11.0","19.7","6.7","58.3","1","15.6","115.52","2","7.08","0.8","12.4","5","1","0.0","24.7","3","1486.01","2432","0","Female","Positive"
"13564","0","5.0","1","False","0.26576087","3.3","2","28","3.3","10.0","27.0","11.9","78.4","6","11.7","164.47","59","48.96","16.3","16.7","4","3","32.9","23.5","1","1425.3","2305","0","Female","Positive"
"13565","0","4.0","2","False","0.173611111","4.6","2","52","4.6","10.0","12.5","3.7","80.8","0","6.0","102.7","27","10.7","3.2","14.9","6","1","1.9","6.8","1","629.06","500","1","Male","Positive"
"13567","0","4.0","4","False","0.035416667","1.6","1","28","1.6","7.0","15.6","8.2","73.4","3","10.4","214.01","18","57.24","11.3","11.3","7","1","5.0","18.2","1","1388.11","1851","0","Female","Neutral"
"13570","0","3.0","2","False","0.047871466","3.3","2","31","3.3","30.0","54.8","15.6","32.0","10","22.0","156.35","14","26.5","5.2","33.0","3","9","55.7","38.2","3","4087.48","3437","0","Female","Neutral"
"13578","0","5.0","8","True","0.0","2.0","1","60","2.0","13.0","36.6","10.6","38.4","7","13.0","139.09","7","18.3","1.8","19.6","4","3","14.2","24.8","1","2006.29","463","1","Male","Neutral"
"13601","0","5.0","1","True","0.313333333","2.5","1","38","2.5","0.0","24.9","2.5","72.3","2","5.0","77.1","4","51.6","4.4","9.9","7","2","7.1","14.5","1","333.94","1283","0","Female","Positive"
"13646","0","4.0","9","True","0.0","3.2","2","45","3.2","17.0","34.8","11.6","40.3","4","17.0","69.94","35","37.7","10.4","40.0","4","4","35.2","35.8","5","1154.79","5343","0","Female","Neutral"
"13874","18","4.0","4","True","0.290909091","0.3","0","60","0.3","7.0","22.0","7.3","68.6","1","14.0","103.27","1","52.5","4.0","5.0","7","1","6.6","16.4","2","1334.89","2344","0","Male","Positive"
"13879","0","5.0","9","True","0.075714286","1.0","0","43","1.0","10.0","22.1","6.9","70.2","7","10.0","153.84","26","26.7","10.7","27.9","11","3","31.5","13.4","1","1843.25","2289","0","Male","Neutral"
"13882","6","4.0","3","True","0.089285714","4.0","2","39","4.0","0.0","11.6","6.2","85.8","3","7.0","101.93","20","56.9","8.6","10.2","7","1","15.3","13.6","3","634.7","617","1","Female","Neutral"
"13885","0","3.0","6","True","0.280089286","1.3","0","48","1.3","16.0","33.9","13.0","24.1","11","28.6","103.61","35","24.0","7.9","50.3","3","5","80.3","30.3","1","2612.3","3252","0","Male","Positive"
"13886","2","5.0","7","True","0.4","1.6","1","22","1.6","16.0","30.5","6.4","64.4","7","9.0","118.91","2","19.9","1.8","5.5","8","3","8.6","20.5","3","977.88","3555","1","Female","Positive"
"13887","0","4.0","8","True","0.209615385","5.9","2","19","5.9","12.0","37.8","8.2","46.7","3","14.0","138.98","6","18.6","12.5","34.6","8","5","29.1","22.1","2","2306.44","1959","1","Male","Positive"
"13888","7","4.0","9","True","0.220833333","2.3","1","56","2.3","10.0","32.0","13.4","52.4","1","11.7","165.56","22","10.92","7.5","22.0","4","2","37.0","17.7","1","1310.7","3206","0","Female","Positive"
"13894","0","5.0","5","True","0.2125","0.8","0","27","0.8","19.0","30.1","8.6","53.6","2","19.0","83.56","51","46.6","7.5","29.4","2","3","43.3","21.5","2","1734.04","2782","0","Male","Positive"
"13896","0","5.0","7","True","0.65","0.8","0","33","0.8","6.0","25.3","8.4","41.8","5","9.1","64.53","78","45.48","3.4","2.5","13","4","17.7","18.0","3","494.38","1145","0","Male","Positive"
"13899","0","4.0","10","True","0.558333333","1.8","1","34","1.8","24.0","36.9","15.0","30.1","5","21.0","120.92","9","29.5","11.4","44.2","3","5","57.8","37.7","2","2420.62","5170","0","Male","Positive"
"13900","2","5.0","1","True","0.413227513","2.5","1","36","2.5","12.0","26.1","7.2","32.1","4","14.0","80.71","22","12.2","1.4","22.4","8","3","37.8","27.6","1","957.0","722","0","Female","Positive"
"13901","10","5.0","2","True","0.212738095","5.0","2","23","5.0","10.0","15.9","12.9","55.5","4","9.0","119.68","76","37.1","2.3","8.0","10","1","3.8","18.6","5","1268.85","2689","0","Female","Positive"
"13904","0","5.0","5","True","0.145238095","4.2","2","49","4.2","13.0","35.0","11.7","49.8","5","18.0","81.6","32","51.1","2.6","22.4","2","4","51.4","32.1","3","1615.9","2883","0","Male","Positive"
"13910","0","3.0","6","True","0.51","1.1","0","43","1.1","11.0","34.2","11.6","63.9","10","14.0","100.59","70","63.4","2.8","1.4","2","1","36.3","26.8","2","1489.25","2178","0","Male","Positive"
"13911","0","5.0","7","True","0.31875","4.7","2","52","4.7","23.0","49.0","15.4","20.3","6","24.0","76.05","2","34.0","4.2","58.7","3","5","65.6","41.6","3","2119.76","1820","1","Male","Positive"
"13914","0","5.0","10","True","0.466666667","4.7","2","50","4.7","19.0","37.0","12.0","60.9","5","15.0","130.45","9","64.6","1.7","34.4","6","4","52.7","28.2","1","1723.69","3275","0","Female","Positive"
"13922","0","5.0","8","False","0.312666667","2.9","2","34","2.9","13.0","17.9","6.9","57.5","5","6.0","133.32","4","25.5","8.7","18.9","6","4","8.0","15.4","2","676.5","1150","0","Male","Positive"
"13924","0","4.0","10","False","0.16","0.8","0","31","0.8","2.0","9.0","5.1","82.1","0","8.0","157.28","12","78.2","7.0","14.4","7","0","15.1","13.6","4","1252.45","454","1","Female","Positive"
"13928","9","5.0","2","True","0.02405754","5.0","2","24","5.0","0.0","24.6","5.3","66.5","4","5.0","106.18","14","25.3","12.6","11.2","9","5","15.4","12.3","2","584.21","476","1","Female","Neutral"
"13929","30","4.0","3","True","0.257142857","2.7","2","56","2.7","18.0","31.1","7.6","62.7","1","14.0","89.87","11","71.3","3.4","25.2","9","3","27.7","22.3","2","1498.16","1498","0","Female","Positive"
"13931","3","3.0","5","True","-0.029688312","0.9","0","39","0.9","16.0","37.4","13.5","49.0","8","19.0","90.63","34","36.3","7.6","17.6","3","5","54.9","23.7","2","1390.9","4418","0","Female","Neutral"
"13932","0","5.0","6","True","0.139166667","1.7","1","37","1.7","12.0","22.4","8.8","44.0","1","13.0","157.24","110","42.2","2.9","11.0","3","4","19.0","27.7","2","2376.35","2045","1","Female","Positive"
"13935","3","5.0","9","True","0.123317308","1.7","1","39","1.7","5.0","28.8","9.0","75.6","3","19.5","51.13","140","57.72","9.6","17.3","3","0","26.6","19.7","3","806.63","851","1","Male","Positive"
"13938","0","5.0","2","True","0.485714286","2.9","2","27","2.9","0.0","14.8","8.2","75.1","1","8.0","124.11","36","64.9","7.1","0.0","5","0","29.6","10.2","3","893.96","0","1","Female","Positive"
"13941","9","5.0","5","True","0.199206349","1.0","0","23","1.0","14.0","31.0","8.4","44.9","4","9.0","175.28","47","18.6","16.1","14.8","4","4","40.5","21.9","1","1833.66","2637","1","Male","Positive"
"13943","0","5.0","7","True","0.441666667","4.0","2","54","4.0","28.0","49.8","11.5","52.9","7","22.0","95.33","32","36.7","4.0","35.4","1","5","60.8","32.0","1","1862.1","3155","0","Female","Positive"
"13944","0","5.0","8","True","0.5","2.2","1","52","2.2","0.0","23.7","7.8","62.6","3","9.0","212.9","14","49.3","3.5","1.9","8","1","7.9","15.4","2","1650.2","2107","0","Male","Positive"
"13945","0","4.0","9","True","0.15","5.9","2","37","5.9","10.0","17.1","4.2","74.8","3","9.0","126.63","2","27.0","5.1","15.4","10","1","17.1","13.3","4","1329.18","2058","0","Female","Positive"
"13949","2","5.0","3","True","0.228219697","2.6","2","34","2.6","10.0","38.2","14.5","56.3","8","11.0","97.22","32","47.2","7.7","21.0","3","0","69.8","25.8","1","1265.27","2686","0","Female","Positive"
"13951","2","5.0","5","True","0.15","5.4","2","42","5.4","9.0","21.9","2.7","58.2","4","5.2","183.63","23","85.32","3.4","21.8","5","2","0.0","13.7","2","800.57","2124","0","Male","Positive"
"13952","7","4.0","6","True","0.323214286","0.5","0","47","0.5","15.0","26.0","11.5","68.5","1","13.0","96.32","7","56.52","11.6","30.3","2","2","33.7","16.3","4","993.4","478","0","Female","Positive"
"13953","3","3.0","7","True","0.513888889","5.7","2","30","5.7","17.0","32.9","9.6","49.2","4","12.0","158.18","10","41.7","1.6","7.7","6","2","50.5","22.9","3","2251.13","4095","1","Female","Positive"
"13966","2","5.0","5","True","0.1875","1.7","1","53","1.7","6.0","25.6","11.9","59.6","3","11.0","135.91","69","11.1","1.6","23.2","8","4","13.4","25.4","1","1246.28","1522","0","Other","Positive"
"13968","0","5.0","7","True","0.436363636","8.7","2","30","8.7","5.0","36.2","9.0","55.9","1","9.0","163.95","7","25.6","9.7","39.5","9","3","35.9","29.3","3","1591.27","698","0","Male","Positive"
"13970","0","5.0","9","True","0.091269841","2.3","1","44","2.3","5.0","9.3","5.3","73.8","3","5.2","93.09","21","33.36","11.7","0.0","5","0","7.8","12.0","4","383.9","845","1","Male","Neutral"
"13973","24","5.0","2","True","0.228385417","2.0","1","50","2.0","11.0","28.9","10.4","48.5","4","7.0","169.26","9","87.5","1.2","13.4","4","0","31.0","10.3","2","1114.11","3422","0","Female","Positive"
"13979","0","5.0","8","True","0.16","3.9","2","18","3.9","15.0","40.5","14.3","33.7","9","23.0","115.35","13","76.4","0.9","39.3","6","4","82.1","30.2","3","2854.78","6759","1","Female","Positive"
"13984","0","5.0","3","True","0.575","1.4","0","54","1.4","21.0","36.0","13.4","29.5","4","18.0","107.54","11","12.5","5.6","32.7","5","0","36.6","21.1","1","1682.52","3858","1","Female","Positive"
"13986","3","5.0","5","True","0.6","6.8","2","36","6.8","19.0","15.4","8.3","55.5","5","11.0","138.04","8","76.9","6.0","23.4","7","2","35.5","14.1","1","1645.39","0","0","Female","Positive"
